agent1_type,agent2_type,board_size,iterations,seed,agent1_starts,result,agent1_wins,agent2_wins,draws,time,simulations
UCT,GRAVE,5,100,42,True,-1,0,1,0,0.3899962902069092,2400
UCT,GRAVE,5,100,43,False,-1,0,1,0,0.43703722953796387,2400
UCT,GRAVE,5,100,44,True,1,1,0,0,0.383960485458374,2400
UCT,GRAVE,5,100,45,False,-1,0,1,0,0.4040403366088867,2400
UCT,GRAVE,5,100,46,True,-1,0,1,0,0.4179997444152832,2400
UCT,GRAVE,5,100,47,False,1,1,0,0,0.590008020401001,2400
UCT,GRAVE,5,100,48,True,-1,0,1,0,0.42199277877807617,2400
UCT,GRAVE,5,100,49,False,-1,0,1,0,0.45000505447387695,2400
UCT,GRAVE,5,100,50,True,-1,0,1,0,0.425997257232666,2400
UCT,GRAVE,5,100,51,False,1,1,0,0,0.4769620895385742,2400
UCT,GRAVE,5,100,52,True,1,1,0,0,0.4940371513366699,2400
UCT,GRAVE,5,100,53,False,-1,0,1,0,0.4819984436035156,2400
UCT,GRAVE,5,100,54,True,-1,0,1,0,0.516000509262085,2400
UCT,GRAVE,5,100,55,False,-1,0,1,0,0.3559610843658447,2400
UCT,GRAVE,5,100,56,True,1,1,0,0,0.4490365982055664,2400
UCT,GRAVE,5,100,57,False,-1,0,1,0,0.35396480560302734,2400
UCT,GRAVE,5,100,58,True,1,1,0,0,0.33400893211364746,2400
UCT,GRAVE,5,100,59,False,1,1,0,0,0.4070253372192383,2400
UCT,GRAVE,5,100,60,True,1,1,0,0,0.41196608543395996,2400
UCT,GRAVE,5,100,61,False,-1,0,1,0,0.5120031833648682,2400
UCT,GRAVE,5,100,62,True,1,1,0,0,0.49303364753723145,2400
UCT,GRAVE,5,100,63,False,-1,0,1,0,0.3970010280609131,2400
UCT,GRAVE,5,100,64,True,-1,0,1,0,0.347001314163208,2400
UCT,GRAVE,5,100,65,False,-1,0,1,0,0.34696269035339355,2400
UCT,GRAVE,5,100,66,True,1,1,0,0,0.45503735542297363,2400
UCT,GRAVE,5,100,67,False,1,1,0,0,0.5400030612945557,2400
UCT,GRAVE,5,100,68,True,1,1,0,0,0.386960506439209,2400
UCT,GRAVE,5,100,69,False,-1,0,1,0,0.43903183937072754,2400
UCT,GRAVE,5,100,70,True,-1,0,1,0,0.43900322914123535,2400
UCT,GRAVE,5,100,71,False,1,1,0,0,0.5319979190826416,2400
UCT,GRAVE,5,100,72,True,1,1,0,0,0.34999775886535645,2400
UCT,GRAVE,5,100,73,False,1,1,0,0,0.39496564865112305,2400
UCT,GRAVE,5,100,74,True,1,1,0,0,0.5040364265441895,2400
UCT,GRAVE,5,100,75,False,1,1,0,0,0.438004732131958,2400
UCT,GRAVE,5,100,76,True,-1,0,1,0,0.6229972839355469,2400
UCT,GRAVE,5,100,77,False,-1,0,1,0,0.5479662418365479,2400
UCT,GRAVE,5,100,78,True,1,1,0,0,0.43503689765930176,2400
UCT,GRAVE,5,100,79,False,-1,0,1,0,0.4799795150756836,2400
UCT,GRAVE,5,100,80,True,-1,0,1,0,0.36802196502685547,2400
UCT,GRAVE,5,100,81,False,-1,0,1,0,0.2709934711456299,2400
UCT,GRAVE,5,100,82,True,-1,0,1,0,0.42099905014038086,2400
UCT,GRAVE,5,100,83,False,-1,0,1,0,0.5260016918182373,2400
UCT,GRAVE,5,100,84,True,-1,0,1,0,0.5070071220397949,2400
UCT,GRAVE,5,100,85,False,-1,0,1,0,0.3639969825744629,2400
UCT,GRAVE,5,100,86,True,-1,0,1,0,0.38399243354797363,2400
UCT,GRAVE,5,100,87,False,-1,0,1,0,0.36400318145751953,2400
UCT,GRAVE,5,100,88,True,1,1,0,0,0.5979995727539062,2400
UCT,GRAVE,5,100,89,False,-1,0,1,0,0.5729618072509766,2400
UCT,GRAVE,5,100,90,True,1,1,0,0,0.38103723526000977,2400
UCT,GRAVE,5,100,91,False,-1,0,1,0,0.2639639377593994,2400
