agent1_type,agent2_type,board_size,iterations,seed,agent1_starts,result,agent1_wins,agent2_wins,draws,time,simulations
RAVE,GRAVE,5,50,42,True,1,1,0,0,0.30899477005004883,1200
RAVE,GRAVE,5,50,43,False,1,1,0,0,0.3080027103424072,1200
RAVE,GRAVE,5,50,44,True,-1,0,1,0,0.23000121116638184,1200
RAVE,GRAVE,5,50,45,False,1,1,0,0,0.29999732971191406,1200
RAVE,GRAVE,5,50,46,True,-1,0,1,0,0.41500091552734375,1200
RAVE,GRAVE,5,50,47,False,-1,0,1,0,0.2749955654144287,1200
RAVE,GRAVE,5,50,48,True,1,1,0,0,0.14001250267028809,1200
RAVE,GRAVE,5,50,49,False,-1,0,1,0,0.24802660942077637,1200
RAVE,GRAVE,5,50,50,True,1,1,0,0,0.33300280570983887,1200
RAVE,GRAVE,5,50,51,False,1,1,0,0,0.24500036239624023,1200
RAVE,GRAVE,5,50,52,True,-1,0,1,0,0.16700124740600586,1200
RAVE,GRAVE,5,50,53,False,-1,0,1,0,0.25700807571411133,1200
RAVE,GRAVE,5,50,54,True,-1,0,1,0,0.24799180030822754,1200
RAVE,GRAVE,5,50,55,False,-1,0,1,0,0.21596097946166992,1200
RAVE,GRAVE,5,50,56,True,-1,0,1,0,0.18700146675109863,1200
RAVE,GRAVE,5,50,57,False,1,1,0,0,0.30500221252441406,1200
RAVE,GRAVE,5,50,58,True,1,1,0,0,0.3690006732940674,1200
RAVE,GRAVE,5,50,59,False,1,1,0,0,0.28600049018859863,1200
RAVE,GRAVE,5,50,60,True,1,1,0,0,0.22000384330749512,1200
RAVE,GRAVE,5,50,61,False,1,1,0,0,0.2500312328338623,1200
RAVE,GRAVE,5,50,62,True,1,1,0,0,0.22100067138671875,1200
RAVE,GRAVE,5,50,63,False,-1,0,1,0,0.2069993019104004,1200
RAVE,GRAVE,5,50,64,True,-1,0,1,0,0.16800236701965332,1200
RAVE,GRAVE,5,50,65,False,-1,0,1,0,0.16695809364318848,1200
RAVE,GRAVE,5,50,66,True,1,1,0,0,0.3380002975463867,1200
RAVE,GRAVE,5,50,67,False,1,1,0,0,0.34800100326538086,1200
RAVE,GRAVE,5,50,68,True,1,1,0,0,0.3560042381286621,1200
RAVE,GRAVE,5,50,69,False,1,1,0,0,0.2810051441192627,1200
RAVE,GRAVE,5,50,70,True,-1,0,1,0,0.1989915370941162,1200
RAVE,GRAVE,5,50,71,False,-1,0,1,0,0.25803661346435547,1200
RAVE,GRAVE,5,50,72,True,-1,0,1,0,0.3800020217895508,1200
RAVE,GRAVE,5,50,73,False,1,1,0,0,0.2839975357055664,1200
RAVE,GRAVE,5,50,74,True,1,1,0,0,0.20196270942687988,1200
RAVE,GRAVE,5,50,75,False,1,1,0,0,0.16404056549072266,1200
RAVE,GRAVE,5,50,76,True,1,1,0,0,0.2200000286102295,1200
RAVE,GRAVE,5,50,77,False,-1,0,1,0,0.18095707893371582,1200
RAVE,GRAVE,5,50,78,True,-1,0,1,0,0.17604422569274902,1200
RAVE,GRAVE,5,50,79,False,1,1,0,0,0.14795804023742676,1200
RAVE,GRAVE,5,50,80,True,1,1,0,0,0.1910386085510254,1200
RAVE,GRAVE,5,50,81,False,1,1,0,0,0.301999568939209,1200
RAVE,GRAVE,5,50,82,True,-1,0,1,0,0.24396872520446777,1200
RAVE,GRAVE,5,50,83,False,-1,0,1,0,0.29099535942077637,1200
RAVE,GRAVE,5,50,84,True,-1,0,1,0,0.2720332145690918,1200
RAVE,GRAVE,5,50,85,False,1,1,0,0,0.19100093841552734,1200
RAVE,GRAVE,5,50,86,True,1,1,0,0,0.20400261878967285,1200
RAVE,GRAVE,5,50,87,False,-1,0,1,0,0.20096039772033691,1200
RAVE,GRAVE,5,50,88,True,1,1,0,0,0.28600263595581055,1200
RAVE,GRAVE,5,50,89,False,1,1,0,0,0.3520355224609375,1200
RAVE,GRAVE,5,50,90,True,-1,0,1,0,0.26096034049987793,1200
RAVE,GRAVE,5,50,91,False,1,1,0,0,0.25400543212890625,1200
